,species,divergence_from_human_mya,peptide_alphabet,peptide_reference,peptide_ksize,peptide_bloom_filter,jaccard_threshold,true_positives,true_negatives,false_positives,false_negatives,precision,recall,F1_score
1090,Gallus gallus,312.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.5,175,500.0,0,325.0,1.0,0.35,0.5185185185185185
1091,Gallus gallus,312.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.55,168,500.0,0,332.0,1.0,0.336,0.5029940119760479
1092,Gallus gallus,312.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.6,158,500.0,0,342.0,1.0,0.316,0.4802431610942249
1093,Gallus gallus,312.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.7,0,100.0,0,0.0,,,
1094,Gallus gallus,312.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,1.0,0,100.0,0,0.0,,,
1095,Gallus gallus,312.0,protein,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_protein_k13.index,0.5,168,500.0,0,332.0,1.0,0.336,0.5029940119760479
1096,Gallus gallus,312.0,protein,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_protein_k15.index,0.5,157,500.0,0,343.0,1.0,0.314,0.4779299847792998
1097,Gallus gallus,312.0,protein,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_protein_k17.index,0.5,136,500.0,0,364.0,1.0,0.272,0.4276729559748428
1098,Gallus gallus,312.0,protein,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_protein_k19.index,0.5,129,500.0,0,371.0,1.0,0.258,0.4101748807631161
1099,Gallus gallus,312.0,protein,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_protein_k21.index,0.5,125,500.0,0,375.0,1.0,0.25,0.4
1100,Gallus gallus,312.0,protein,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_protein_k23.index,0.5,123,500.0,0,377.0,1.0,0.246,0.39486356340288925
1101,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k5.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1102,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k7.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1103,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.45,486,178.0,322,14.0,0.6014851485148515,0.972,0.7431192660550459
1104,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.5,486,187.0,313,14.0,0.6082603254067585,0.972,0.7482678983833718
1105,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.55,486,188.0,312,14.0,0.6090225563909775,0.972,0.74884437596302
1106,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.6,484,192.0,308,16.0,0.6111111111111112,0.968,0.7492260061919506
1107,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.45,484,253.0,247,16.0,0.6621067031463749,0.968,0.786352558895207
1108,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.5,481,280.0,220,19.0,0.6861626248216833,0.962,0.8009991673605328
1109,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.55,477,295.0,205,23.0,0.6994134897360704,0.954,0.8071065989847716
1110,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.6,472,329.0,171,28.0,0.7340590979782271,0.944,0.8258967629046369
1111,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.45,461,381.0,119,39.0,0.7948275862068965,0.922,0.8537037037037036
1112,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.5,454,409.0,91,46.0,0.8330275229357799,0.908,0.8688995215311005
1113,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.55,449,424.0,76,51.0,0.8552380952380952,0.898,0.8760975609756098
1114,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.6,440,431.0,69,60.0,0.8644400785854617,0.88,0.8721506442021804
1115,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.45,432,461.0,39,68.0,0.9171974522292994,0.864,0.8898043254376931
1116,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.5,425,467.0,33,75.0,0.9279475982532751,0.85,0.8872651356993737
1117,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.55,417,470.0,30,83.0,0.9328859060402684,0.834,0.880675818373812
1118,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.6,405,473.0,27,95.0,0.9375,0.81,0.869098712446352
1119,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.45,416,474.0,26,84.0,0.9411764705882353,0.832,0.8832271762208067
1120,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.5,405,477.0,23,95.0,0.9462616822429907,0.81,0.8728448275862069
1121,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.55,394,478.0,22,106.0,0.9471153846153846,0.788,0.8602620087336245
1122,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.6,385,478.0,22,115.0,0.9459459459459459,0.77,0.8489525909592062
1123,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.45,405,482.0,18,95.0,0.9574468085106383,0.81,0.8775731310942578
1124,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.5,393,491.0,9,107.0,0.9776119402985075,0.786,0.8713968957871396
1125,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.55,386,491.0,9,114.0,0.9772151898734177,0.772,0.8625698324022345
1126,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.6,373,491.0,9,127.0,0.9764397905759162,0.746,0.8458049886621315
1127,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.45,397,491.0,9,103.0,0.9778325123152709,0.794,0.8763796909492274
1128,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.5,385,492.0,8,115.0,0.9796437659033079,0.77,0.8622620380739081
1129,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.55,377,495.0,5,123.0,0.9869109947643979,0.754,0.8548752834467119
1130,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k15.index,0.6,327,496.0,4,173.0,0.9879154078549849,0.654,0.7870036101083032
1131,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.45,391,495.0,5,109.0,0.9873737373737373,0.782,0.8727678571428571
1132,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.5,379,495.0,5,121.0,0.9869791666666666,0.758,0.8574660633484164
1133,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.55,336,495.0,5,164.0,0.9853372434017595,0.672,0.7990487514863257
1134,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,16,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k16.index,0.6,324,499.0,1,176.0,0.9969230769230769,0.648,0.7854545454545455
1135,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.45,386,498.0,2,114.0,0.9948453608247423,0.772,0.8693693693693695
1136,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.5,342,498.0,2,158.0,0.9941860465116279,0.684,0.8104265402843601
1137,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.55,332,498.0,2,168.0,0.9940119760479041,0.664,0.7961630695443646
1138,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k17.index,0.6,323,499.0,1,177.0,0.9969135802469136,0.646,0.7839805825242718
1139,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k19.index,0.5,336,499.0,1,164.0,0.9970326409495549,0.672,0.8028673835125449
1140,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k21.index,0.5,325,500.0,0,175.0,1.0,0.65,0.787878787878788
1141,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k23.index,0.5,321,500.0,0,179.0,1.0,0.642,0.781973203410475
1142,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,25,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k25.index,0.5,316,500.0,0,184.0,1.0,0.632,0.7745098039215685
1143,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,27,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k27.index,0.5,309,500.0,0,191.0,1.0,0.618,0.7639060568603214
1144,Gorilla gorilla gorilla,9.06,dayhoff,Homo sapiens QfO,29,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k29.index,0.5,299,500.0,0,201.0,1.0,0.598,0.7484355444305382
1145,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k5.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1146,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k7.index,0.5,491,154.0,346,9.0,0.5866188769414575,0.982,0.7344801795063575
1147,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.45,491,155.0,345,9.0,0.5873205741626795,0.982,0.7350299401197604
1148,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.5,491,157.0,343,9.0,0.5887290167865707,0.982,0.7361319340329835
1149,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.55,491,158.0,342,9.0,0.5894357743097239,0.982,0.7366841710427607
1150,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k9.index,0.6,489,166.0,334,11.0,0.5941676792223572,0.978,0.7392290249433106
1151,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.45,487,169.0,331,13.0,0.5953545232273839,0.974,0.7389984825493172
1152,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.5,486,178.0,322,14.0,0.6014851485148515,0.972,0.7431192660550459
1153,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.55,485,184.0,316,15.0,0.6054931335830213,0.97,0.7455803228285934
1154,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k10.index,0.6,483,190.0,310,17.0,0.6090794451450189,0.966,0.7470997679814386
1155,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.45,482,230.0,270,18.0,0.6409574468085106,0.964,0.7699680511182109
1156,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.5,481,238.0,262,19.0,0.6473755047106325,0.962,0.7739340305711988
1157,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.55,480,261.0,239,20.0,0.6675938803894298,0.96,0.7875307629204266
1158,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k11.index,0.6,476,287.0,213,24.0,0.690856313497823,0.952,0.80067283431455
1159,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.45,473,337.0,163,27.0,0.7437106918238994,0.946,0.8327464788732394
1160,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.5,466,368.0,132,34.0,0.7792642140468228,0.932,0.848816029143898
1161,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.55,463,386.0,114,37.0,0.8024263431542461,0.926,0.8597957288765089
1162,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k12.index,0.6,454,403.0,97,46.0,0.8239564428312159,0.908,0.8639391056137011
1163,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.45,441,433.0,67,59.0,0.8681102362204725,0.882,0.875
1164,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.5,435,441.0,59,65.0,0.8805668016194332,0.87,0.875251509054326
1165,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.55,421,444.0,56,79.0,0.8825995807127882,0.842,0.8618219037871034
1166,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k13.index,0.6,410,459.0,41,90.0,0.9090909090909091,0.82,0.8622502628811777
1167,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,14,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k14.index,0.45,421,474.0,26,79.0,0.941834451901566,0.842,0.8891235480464624
1168,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,14,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k14.index,0.5,406,480.0,20,94.0,0.9530516431924883,0.812,0.8768898488120951
1169,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,14,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k14.index,0.55,398,480.0,20,102.0,0.9521531100478469,0.796,0.8671023965141612
1170,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,14,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k14.index,0.6,390,484.0,16,110.0,0.9605911330049262,0.78,0.8609271523178809
1171,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k15.index,0.45,408,487.0,13,92.0,0.9691211401425178,0.816,0.8859934853420195
1172,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k15.index,0.5,395,493.0,7,105.0,0.9825870646766169,0.79,0.8758314855875832
1173,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k15.index,0.55,387,493.0,7,113.0,0.9822335025380711,0.774,0.8657718120805369
1174,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k15.index,0.6,339,494.0,6,161.0,0.9826086956521739,0.678,0.8023668639053255
1175,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,16,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k16.index,0.45,398,495.0,5,102.0,0.9875930521091811,0.796,0.8815060908084165
1176,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,16,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k16.index,0.5,386,495.0,5,114.0,0.9872122762148338,0.772,0.866442199775533
1177,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,16,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k16.index,0.55,347,495.0,5,153.0,0.9857954545454546,0.694,0.8145539906103287
1178,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,16,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k16.index,0.6,333,499.0,1,167.0,0.9970059880239521,0.666,0.7985611510791368
1179,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k17.index,0.45,392,498.0,2,108.0,0.9949238578680203,0.784,0.8769574944071588
1180,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k17.index,0.5,351,498.0,2,149.0,0.9943342776203966,0.702,0.8229777256740914
1181,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k17.index,0.55,341,498.0,2,159.0,0.9941690962099126,0.682,0.8090154211150652
1182,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k17.index,0.6,332,499.0,1,168.0,0.996996996996997,0.664,0.7971188475390156
1183,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k19.index,0.5,344,499.0,1,156.0,0.9971014492753624,0.688,0.8142011834319527
1184,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k21.index,0.5,332,500.0,0,168.0,1.0,0.664,0.798076923076923
1185,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k23.index,0.5,327,500.0,0,173.0,1.0,0.654,0.7908101571946796
1186,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,25,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k25.index,0.5,322,500.0,0,178.0,1.0,0.644,0.7834549878345498
1187,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,27,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k27.index,0.5,315,500.0,0,185.0,1.0,0.63,0.7730061349693252
1188,Gorilla gorilla gorilla,9.06,dayhoff,Swiss Prot,29,output_simreads/sencha/index/refsprot_t1e9_dayhoff_k29.index,0.5,305,500.0,0,195.0,1.0,0.61,0.7577639751552795
1189,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k13.index,0.75,455,170.0,330,45.0,0.5796178343949044,0.91,0.708171206225681
1190,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k13.index,0.8,452,172.0,328,48.0,0.5794871794871795,0.904,0.70625
1191,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k13.index,0.85,445,176.0,324,55.0,0.5786736020806242,0.89,0.7013396375098503
1192,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k13.index,0.9,440,178.0,322,60.0,0.5774278215223098,0.88,0.6973058637083993
1193,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k15.index,0.75,453,171.0,329,47.0,0.5792838874680307,0.906,0.7067082683307332
1194,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k15.index,0.8,449,173.0,327,51.0,0.5786082474226805,0.898,0.7037617554858935
1195,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k15.index,0.85,445,176.0,324,55.0,0.5786736020806242,0.89,0.7013396375098503
1196,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k15.index,0.9,440,179.0,321,60.0,0.5781865965834428,0.88,0.6978588421887391
1197,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k17.index,0.75,453,184.0,316,47.0,0.5890767230169051,0.906,0.7139479905437353
1198,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k17.index,0.8,448,186.0,314,52.0,0.5879265091863517,0.896,0.7099841521394612
1199,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k17.index,0.85,444,189.0,311,56.0,0.5880794701986755,0.888,0.7075697211155378
1200,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k17.index,0.9,440,190.0,310,60.0,0.5866666666666667,0.88,0.704
1201,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k19.index,0.75,452,195.0,305,48.0,0.5970937912813739,0.904,0.7191726332537789
1202,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k19.index,0.8,448,195.0,305,52.0,0.5949535192563081,0.896,0.7150837988826815
1203,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k19.index,0.85,443,198.0,302,57.0,0.5946308724832214,0.886,0.7116465863453815
1204,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k19.index,0.9,440,199.0,301,60.0,0.5937921727395412,0.88,0.709105560032232
1205,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k21.index,0.75,452,205.0,295,48.0,0.6050870147255689,0.904,0.7249398556535687
1206,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k21.index,0.8,444,207.0,293,56.0,0.6024423337856174,0.888,0.7178658043654003
1207,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k21.index,0.85,443,210.0,290,57.0,0.6043656207366985,0.886,0.7185725871857258
1208,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k21.index,0.9,435,219.0,281,65.0,0.6075418994413407,0.87,0.7154605263157895
1209,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k23.index,0.75,391,380.0,120,109.0,0.7651663405088063,0.782,0.7734915924826904
1210,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k23.index,0.8,372,412.0,88,128.0,0.808695652173913,0.744,0.775
1211,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k23.index,0.85,357,437.0,63,143.0,0.85,0.714,0.7760869565217391
1212,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k23.index,0.9,328,452.0,48,172.0,0.8723404255319149,0.656,0.7488584474885844
1213,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,25,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k25.index,0.8,300,492.0,8,200.0,0.974025974025974,0.6,0.7425742574257426
1214,Gorilla gorilla gorilla,9.06,hydrophobic-polar,Homo sapiens QfO,29,output_simreads/sencha/index/refHsapiens_QfO_t1e8_hp_k29.index,0.8,287,499.0,1,213.0,0.9965277777777778,0.574,0.7284263959390863
